,db_id,original_sql,rewritten_sql,activated_rules,original_logical_plan
10,tpch,"select l_orderkey, sum(l_extendedprice * (1 - l_discount)) as revenue, o_orderdate, o_shippriority from customer, orders, lineitem where c_mktsegment = 'AUTOMOBILE' and c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate < date '1995-03-01' and l_shipdate > date '1995-03-01' group by l_orderkey, o_orderdate, o_shippriority order by revenue desc, o_orderdate;","SELECT t793.l_orderkey, SUM(t793.l_extendedprice * (1 - t793.l_discount)) AS revenue, t792.o_orderdate, t792.o_shippriority FROM (SELECT * FROM (SELECT * FROM customer WHERE c_mktsegment = 'AUTOMOBILE') AS t790, (SELECT * FROM orders WHERE o_orderdate < DATE '1995-03-01') AS t791 WHERE t790.c_custkey = t791.o_custkey) AS t792, (SELECT * FROM lineitem WHERE l_shipdate > DATE '1995-03-01') AS t793 WHERE t793.l_orderkey = t792.o_orderkey GROUP BY t793.l_orderkey, t792.o_orderdate, t792.o_shippriority ORDER BY SUM(t793.l_extendedprice * (1 - t793.l_discount)) DESC, t792.o_orderdate",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]]]]"
11,tpch,"select o_orderpriority, count(*) as order_count from orders where o_orderdate >= date '1993-02-01' and o_orderdate < date '1993-02-01' + interval '3' month and exists ( select * from lineitem where l_orderkey = o_orderkey and l_commitdate < l_receiptdate ) group by o_orderpriority order by o_orderpriority;","SELECT t0.o_orderpriority, COALESCE(SUM(t0.order_count * t3.order_count), 0) AS order_count FROM (SELECT o_orderkey, o_orderpriority, COUNT(*) AS order_count FROM orders WHERE o_orderdate >= DATE '1993-02-01' AND o_orderdate < (DATE '1993-02-01' + INTERVAL '3' MONTH) GROUP BY o_orderkey, o_orderpriority) AS t0 INNER JOIN (SELECT l_orderkey, COUNT(*) AS order_count FROM lineitem WHERE l_commitdate < l_receiptdate GROUP BY l_orderkey) AS t3 ON t0.o_orderkey = t3.l_orderkey GROUP BY t0.o_orderpriority ORDER BY t0.o_orderpriority;",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalProject', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalProject', 'LogicalFilter', 'LogicalTableScan']]]]]]"
12,tpch,"select o_year, sum(case when nation = 'PERU' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'AMERICA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'STANDARD ANODIZED NICKEL' ) as all_nations group by o_year order by o_year;","SELECT EXTRACT(YEAR FROM t188.o_orderdate) AS o_year, SUM(CASE WHEN CAST(nation44.n_name AS CHAR(4)) = 'PERU' THEN lineitem21.l_extendedprice * (1 - lineitem21.l_discount) ELSE 0 END) / SUM(lineitem21.l_extendedprice * (1 - lineitem21.l_discount)) AS mkt_share FROM (SELECT * FROM part WHERE p_type = 'STANDARD ANODIZED NICKEL') AS t187 CROSS JOIN supplier AS supplier21 INNER JOIN lineitem AS lineitem21 ON t187.p_partkey = lineitem21.l_partkey AND supplier21.s_suppkey = lineitem21.l_suppkey INNER JOIN (SELECT * FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate <= DATE '1996-12-31') AS t188 ON lineitem21.l_orderkey = t188.o_orderkey INNER JOIN customer AS customer21 ON t188.o_custkey = customer21.c_custkey INNER JOIN nation AS nation43 ON customer21.c_nationkey = nation43.n_nationkey INNER JOIN nation AS nation44 ON supplier21.s_nationkey = nation44.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'AMERICA') AS t189 ON nation43.n_regionkey = t189.r_regionkey GROUP BY EXTRACT(YEAR FROM t188.o_orderdate) ORDER BY EXTRACT(YEAR FROM t188.o_orderdate)",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]"
13,tpch,"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount from part, supplier, lineitem, partsupp, orders, nation where s_suppkey = l_suppkey and ps_suppkey = l_suppkey and ps_partkey = l_partkey and p_partkey = l_partkey and o_orderkey = l_orderkey and s_nationkey = n_nationkey and p_name like '%antique%' ) as profit group by nation, o_year order by nation, o_year desc;","SELECT nation99.n_name AS nation, EXTRACT(YEAR FROM orders99.o_orderdate) AS o_year, SUM(lineitem99.l_extendedprice * (1 - lineitem99.l_discount) - partsupp99.ps_supplycost * lineitem99.l_quantity) AS sum_profit FROM (SELECT * FROM part WHERE p_name LIKE '%antique%') AS t583 CROSS JOIN supplier AS supplier99 INNER JOIN lineitem AS lineitem99 ON supplier99.s_suppkey = lineitem99.l_suppkey AND t583.p_partkey = lineitem99.l_partkey INNER JOIN partsupp AS partsupp99 ON lineitem99.l_suppkey = partsupp99.ps_suppkey AND lineitem99.l_partkey = partsupp99.ps_partkey INNER JOIN orders AS orders99 ON lineitem99.l_orderkey = orders99.o_orderkey INNER JOIN nation AS nation99 ON supplier99.s_nationkey = nation99.n_nationkey GROUP BY nation99.n_name, EXTRACT(YEAR FROM orders99.o_orderdate) ORDER BY nation99.n_name, EXTRACT(YEAR FROM orders99.o_orderdate) DESC",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]"
14,tpch,"select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by l_orderkey having sum(l_quantity) > 312 ) and c_custkey = o_custkey and o_orderkey = l_orderkey group by c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice order by o_totalprice desc, o_orderdate;","SELECT t157.c_name, t157.c_custkey, t157.o_orderkey, t157.o_orderdate, t157.o_totalprice, t157.f8 FROM (SELECT t155.c_custkey, t155.c_name, t155.o_orderkey, t155.o_totalprice, t155.o_orderdate, t155.f8 * t156.EXPR5 AS f8 FROM (SELECT t153.c_custkey, t153.c_name, t154.o_orderkey, t154.o_totalprice, t154.o_orderdate, t153.f2 * t154.f4 AS f8 FROM (SELECT c_custkey, c_name, COUNT(*) AS f2 FROM customer GROUP BY c_custkey, c_name) AS t153 INNER JOIN (SELECT o_orderkey, o_custkey, o_totalprice, o_orderdate, COUNT(*) AS f4 FROM orders GROUP BY o_orderkey, o_custkey, o_totalprice, o_orderdate) AS t154 ON t153.c_custkey = t154.o_custkey) AS t155 INNER JOIN (SELECT l_orderkey, SUM(l_quantity) AS EXPR5 FROM lineitem GROUP BY l_orderkey) AS t156 ON t155.o_orderkey = t156.l_orderkey) AS t157 INNER JOIN (SELECT l_orderkey FROM lineitem GROUP BY l_orderkey HAVING SUM(l_quantity) > 312) AS t160 ON t157.o_orderkey = t160.l_orderkey ORDER BY t157.o_totalprice DESC, t157.o_orderdate",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalProject', ['LogicalFilter', ['LogicalAggregate', 'LogicalProject', 'LogicalTableScan']]]]]]]]"
15,tpch,"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1.l_commitdate and exists ( select * from lineitem l2 where l2.l_orderkey = l1.l_orderkey and l2.l_suppkey <> l1.l_suppkey ) and not exists ( select * from lineitem l3 where l3.l_orderkey = l1.l_orderkey and l3.l_suppkey <> l1.l_suppkey and l3.l_receiptdate > l3.l_commitdate ) and s_nationkey = n_nationkey and n_name = 'JAPAN' group by s_name order by numwait desc, s_name;","SELECT t784.s_name, COUNT(*) AS numwait FROM (SELECT supplier191.s_suppkey, supplier191.s_name, supplier191.s_address, supplier191.s_nationkey, supplier191.s_phone, supplier191.s_acctbal, supplier191.s_comment, t779.l_orderkey, t779.l_partkey, t779.l_suppkey, t779.l_linenumber, t779.l_quantity, t779.l_extendedprice, t779.l_discount, t779.l_tax, t779.l_returnflag, t779.l_linestatus, t779.l_shipdate, t779.l_commitdate, t779.l_receiptdate, t779.l_shipinstruct, t779.l_shipmode, t779.l_comment, t780.o_orderkey, t780.o_custkey, t780.o_orderstatus, t780.o_totalprice, t780.o_orderdate, t780.o_orderpriority, t780.o_clerk, t780.o_shippriority, t780.o_comment, t781.n_nationkey, t781.n_name, t781.n_regionkey, t781.n_comment, CAST(t783.f0 AS BOOLEAN) AS f0 FROM supplier AS supplier191 INNER JOIN (SELECT * FROM lineitem WHERE l_receiptdate > l_commitdate) AS t779 ON supplier191.s_suppkey = t779.l_suppkey INNER JOIN (SELECT * FROM orders WHERE o_orderstatus = 'F') AS t780 ON t779.l_orderkey = t780.o_orderkey INNER JOIN (SELECT * FROM nation WHERE n_name = 'JAPAN') AS t781 ON supplier191.s_nationkey = t781.n_nationkey INNER JOIN (SELECT t782.l_orderkey AS l_orderkey0, t782.l_suppkey AS l_suppkey0, TRUE AS f0 FROM lineitem AS lineitem336 INNER JOIN (SELECT lineitem337.l_orderkey, lineitem337.l_suppkey FROM supplier AS supplier192, lineitem AS lineitem337, orders AS orders192, nation AS nation192) AS t782 ON lineitem336.l_orderkey = t782.l_orderkey AND lineitem336.l_suppkey <> t782.l_suppkey) AS t783 ON t779.l_orderkey = t783.l_orderkey0 AND t779.l_suppkey = t783.l_suppkey0) AS t784 LEFT JOIN (SELECT t791.l_orderkey AS l_orderkey0, t791.l_suppkey AS l_suppkey0, TRUE AS f0 FROM (SELECT * FROM lineitem WHERE l_receiptdate > l_commitdate) AS t785 INNER JOIN (SELECT t786.l_orderkey, t786.l_suppkey FROM supplier AS supplier193 INNER JOIN (SELECT * FROM lineitem WHERE l_receiptdate > l_commitdate) AS t786 ON supplier193.s_suppkey = t786.l_suppkey INNER JOIN (SELECT * FROM orders WHERE o_orderstatus = 'F') AS t787 ON t786.l_orderkey = t787.o_orderkey INNER JOIN (SELECT * FROM nation WHERE n_name = 'JAPAN') AS t788 ON supplier193.s_nationkey = t788.n_nationkey INNER JOIN (SELECT t789.l_orderkey AS l_orderkey0, t789.l_suppkey AS l_suppkey0, TRUE AS f0 FROM lineitem AS lineitem340 INNER JOIN (SELECT lineitem341.l_orderkey, lineitem341.l_suppkey FROM supplier AS supplier194, lineitem AS lineitem341, orders AS orders194, nation AS nation194) AS t789 ON lineitem340.l_orderkey = t789.l_orderkey AND lineitem340.l_suppkey <> t789.l_suppkey) AS t790 ON t786.l_orderkey = t790.l_orderkey0 AND t786.l_suppkey = t790.l_suppkey0) AS t791 ON t785.l_orderkey = t791.l_orderkey AND t785.l_suppkey <> t791.l_suppkey) AS t792 ON t784.l_orderkey = t792.l_orderkey0 AND t784.l_suppkey = t792.l_suppkey0 WHERE t792.f0 IS NULL GROUP BY t784.s_name ORDER BY COUNT(*) DESC, t784.s_name",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]], ['LogicalProject', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalProject', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]]]]]]]]]]"
16,tpch,"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone from 1 for 2) in ('20', '34', '21', '31', '41', '44', '35') and c_acctbal > ( select avg(c_acctbal) from customer where c_acctbal > 0.00 and substring(c_phone from 1 for 2) in ('20', '34', '21', '31', '41', '44', '35') ) and not exists ( select * from orders where o_custkey = c_custkey ) ) as custsale group by cntrycode order by cntrycode;","SELECT SUBSTR(t.c_phone FROM 1 FOR 2) AS cntrycode, COUNT(*) AS numcust, SUM(t.c_acctbal) AS totacctbal FROM (SELECT * FROM customer WHERE SUBSTR(c_phone FROM 1 FOR 2) = '20' OR (SUBSTR(c_phone FROM 1 FOR 2) = '34' OR SUBSTR(c_phone FROM 1 FOR 2) = '21') OR (SUBSTR(c_phone FROM 1 FOR 2) = '31' OR SUBSTR(c_phone FROM 1 FOR 2) = '41' OR (SUBSTR(c_phone FROM 1 FOR 2) = '44' OR SUBSTR(c_phone FROM 1 FOR 2) = '35'))) AS t INNER JOIN (SELECT AVG(c_acctbal) AS EXPR0 FROM customer WHERE c_acctbal > 0.00 AND (SUBSTR(c_phone FROM 1 FOR 2) = '20' OR (SUBSTR(c_phone FROM 1 FOR 2) = '34' OR SUBSTR(c_phone FROM 1 FOR 2) = '21') OR (SUBSTR(c_phone FROM 1 FOR 2) = '31' OR SUBSTR(c_phone FROM 1 FOR 2) = '41' OR (SUBSTR(c_phone FROM 1 FOR 2) = '44' OR SUBSTR(c_phone FROM 1 FOR 2) = '35')))) AS t2 ON t.c_acctbal > t2.EXPR0 LEFT JOIN (SELECT o_custkey, TRUE AS f0 FROM orders) AS t3 ON t.c_custkey = t3.o_custkey WHERE t3.f0 IS NULL GROUP BY SUBSTR(t.c_phone FROM 1 FOR 2) ORDER BY SUBSTR(t.c_phone FROM 1 FOR 2);",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalAggregate', ['LogicalProject', 'LogicalFilter', 'LogicalTableScan']]], ['LogicalProject', 'LogicalTableScan']]]]]]"
17,tpch,"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and p_size = 37 and p_type like '%STEEL' and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'MIDDLE EAST' and ps_supplycost = ( select min(ps_supplycost) from partsupp, supplier, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'MIDDLE EAST' ) order by s_acctbal desc, n_name, s_name, p_partkey;","SELECT t328.s_acctbal, t328.s_name, t328.n_name, t328.p_partkey, t328.p_mfgr, t328.s_address, t328.s_phone, t328.s_comment FROM (SELECT t317.p_partkey, t317.p_name, t317.p_mfgr, t317.p_brand, t317.p_type, t317.p_size, t317.p_container, t317.p_retailprice, t317.p_comment, supplier43.s_suppkey, supplier43.s_name, supplier43.s_address, supplier43.s_nationkey, supplier43.s_phone, supplier43.s_acctbal, supplier43.s_comment, partsupp43.ps_partkey, partsupp43.ps_suppkey, partsupp43.ps_availqty, partsupp43.ps_supplycost, partsupp43.ps_comment, nation43.n_nationkey, nation43.n_name, nation43.n_regionkey, nation43.n_comment, t318.r_regionkey, t318.r_name, t318.r_comment, CAST(t326.ps_partkey AS INTEGER) AS ps_partkey0, CAST(t326.EXPR0 AS DECIMAL(19, 0)) AS EXPR0 FROM (SELECT * FROM part WHERE p_size = 37 AND p_type LIKE '%STEEL') AS t317 CROSS JOIN supplier AS supplier43 INNER JOIN partsupp AS partsupp43 ON t317.p_partkey = partsupp43.ps_partkey AND supplier43.s_suppkey = partsupp43.ps_suppkey INNER JOIN nation AS nation43 ON supplier43.s_nationkey = nation43.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'MIDDLE EAST') AS t318 ON nation43.n_regionkey = t318.r_regionkey INNER JOIN (SELECT t323.ps_partkey, MIN(t323.EXPR0) AS EXPR0 FROM (SELECT t321.ps_partkey, t322.n_regionkey, MIN(t321.EXPR0) AS EXPR0 FROM (SELECT t319.ps_partkey, t320.s_nationkey, MIN(t319.EXPR0) AS EXPR0 FROM (SELECT ps_partkey, ps_suppkey, MIN(ps_supplycost) AS EXPR0 FROM partsupp GROUP BY ps_partkey, ps_suppkey) AS t319 INNER JOIN (SELECT s_suppkey, s_nationkey FROM supplier GROUP BY s_suppkey, s_nationkey) AS t320 ON t319.ps_suppkey = t320.s_suppkey GROUP BY t319.ps_partkey, t320.s_nationkey) AS t321 INNER JOIN (SELECT n_nationkey, n_regionkey FROM nation GROUP BY n_nationkey, n_regionkey) AS t322 ON t321.s_nationkey = t322.n_nationkey GROUP BY t321.ps_partkey, t322.n_regionkey) AS t323 INNER JOIN (SELECT r_regionkey FROM region WHERE r_name = 'MIDDLE EAST' GROUP BY r_regionkey) AS t325 ON t323.n_regionkey = t325.r_regionkey GROUP BY t323.ps_partkey) AS t326 ON t317.p_partkey = t326.ps_partkey AND partsupp43.ps_supplycost = t326.EXPR0 ORDER BY supplier43.s_acctbal DESC, nation43.n_name, supplier43.s_name, t317.p_partkey) AS t328",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']], ['LogicalAggregate', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']]]]]]]]"
18,tpch,"select l_orderkey, sum(l_extendedprice * (1 - l_discount)) as revenue, o_orderdate, o_shippriority from customer, orders, lineitem where c_mktsegment = 'MACHINERY' and c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate < date '1995-03-31' and l_shipdate > date '1995-03-31' group by l_orderkey, o_orderdate, o_shippriority order by revenue desc, o_orderdate;","SELECT t800.l_orderkey, SUM(t800.l_extendedprice * (1 - t800.l_discount)) AS revenue, t799.o_orderdate, t799.o_shippriority FROM (SELECT * FROM (SELECT * FROM customer WHERE c_mktsegment = 'MACHINERY') AS t797, (SELECT * FROM orders WHERE o_orderdate < DATE '1995-03-31') AS t798 WHERE t797.c_custkey = t798.o_custkey) AS t799, (SELECT * FROM lineitem WHERE l_shipdate > DATE '1995-03-31') AS t800 WHERE t800.l_orderkey = t799.o_orderkey GROUP BY t800.l_orderkey, t799.o_orderdate, t799.o_shippriority ORDER BY SUM(t800.l_extendedprice * (1 - t800.l_discount)) DESC, t799.o_orderdate",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]]]]"
19,tpch,"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'MIDDLE EAST' and o_orderdate >= date '1997-01-01' and o_orderdate < date '1997-01-01' + interval '1' year group by n_name order by revenue desc;","SELECT nation103.n_name, SUM(lineitem103.l_extendedprice * (1 - lineitem103.l_discount)) AS revenue FROM customer AS customer103 INNER JOIN (SELECT * FROM orders WHERE o_orderdate >= DATE '1997-01-01' AND o_orderdate < (DATE '1997-01-01' + INTERVAL '1' YEAR)) AS t765 ON customer103.c_custkey = t765.o_custkey INNER JOIN lineitem AS lineitem103 ON t765.o_orderkey = lineitem103.l_orderkey INNER JOIN supplier AS supplier103 ON lineitem103.l_suppkey = supplier103.s_suppkey AND customer103.c_nationkey = supplier103.s_nationkey INNER JOIN nation AS nation103 ON supplier103.s_nationkey = nation103.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'MIDDLE EAST') AS t766 ON nation103.n_regionkey = t766.r_regionkey GROUP BY nation103.n_name ORDER BY SUM(lineitem103.l_extendedprice * (1 - lineitem103.l_discount)) DESC",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]"
20,tpch,"select o_year, sum(case when nation = 'JAPAN' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'ASIA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'STANDARD POLISHED COPPER' ) as all_nations group by o_year order by o_year;","SELECT EXTRACT(YEAR FROM t987.o_orderdate) AS o_year, SUM(CASE WHEN CAST(t987.n_name0 AS CHAR(5)) = 'JAPAN' THEN t987.l_extendedprice * (1 - t987.l_discount) ELSE 0 END) / SUM(t987.l_extendedprice * (1 - t987.l_discount)) AS mkt_share FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM part WHERE p_type = 'STANDARD POLISHED COPPER') AS t981, supplier AS supplier101, lineitem AS lineitem101 WHERE t981.p_partkey = lineitem101.l_partkey AND supplier101.s_suppkey = lineitem101.l_suppkey) AS t982, (SELECT * FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate <= DATE '1996-12-31') AS t983 WHERE t982.l_orderkey = t983.o_orderkey) AS t984, customer AS customer101 WHERE t984.o_custkey = customer101.c_custkey) AS t985, nation AS nation203 WHERE t985.c_nationkey = nation203.n_nationkey) AS t986, nation AS nation204 WHERE t986.s_nationkey = nation204.n_nationkey) AS t987, (SELECT * FROM region WHERE r_name = 'ASIA') AS t988 WHERE t987.n_regionkey = t988.r_regionkey GROUP BY EXTRACT(YEAR FROM t987.o_orderdate) ORDER BY EXTRACT(YEAR FROM t987.o_orderdate)",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]"
21,tpch,"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1.l_commitdate and exists ( select * from lineitem l2 where l2.l_orderkey = l1.l_orderkey and l2.l_suppkey <> l1.l_suppkey ) and not exists ( select * from lineitem l3 where l3.l_orderkey = l1.l_orderkey and l3.l_suppkey <> l1.l_suppkey and l3.l_receiptdate > l3.l_commitdate ) and s_nationkey = n_nationkey and n_name = 'CANADA' group by s_name order by numwait desc, s_name;",,['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]], ['LogicalProject', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalProject', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]]]]]]]]]]"
